timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1650007798968,917,Login-116,200,OK,AddToCart 4-1,text,true,,449,477,2,6,https://api.demoblaze.com/login,917,0,659
1650007798968,917,login-268,200,OK,InvalidLogin 3-1,text,true,,449,477,1,6,https://api.demoblaze.com/login,917,0,659
1650007799398,491,Login-116,200,OK,AddToCart 4-2,text,true,,449,477,2,6,https://api.demoblaze.com/login,491,0,229
1650007798968,921,signup,200,OK,Signup  1-1,text,true,,449,478,1,6,https://api.demoblaze.com/signup,921,0,659
1650007798968,964,login-darshi20,200,OK,Login 2-1,text,true,,484,482,2,10,https://api.demoblaze.com/login,962,0,659
1650007798968,965,contact-465,200,OK,Contact 5-1,text,true,,1605,392,2,10,https://api.demoblaze.com/entries,964,0,659
1650007799887,269,login-uff66,200,OK,InvalidLogin 3-1,text,true,,695,480,2,10,https://api.demoblaze.com/login,269,0,0
1650007799887,296,Login-darshi20,200,OK,AddToCart 4-1,text,true,,700,482,2,9,https://api.demoblaze.com/login,291,0,0
1650007799890,293,signupval-darshi20,200,OK,Signup  1-1,text,false,Test failed: text expected to contain /Sign up successful./,538,483,2,9,https://api.demoblaze.com/signup,288,0,0
1650007798895,1214,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-1,,false,,987,961,2,9,null,1209,75,659
1650007799934,251,login-178,200,OK,Login 2-1,text,true,,449,477,2,9,https://api.demoblaze.com/login,251,0,0
1650007799934,253,Login-511,200,OK,Contact 5-1,text,true,,449,477,2,7,https://api.demoblaze.com/login,253,0,0
1650007799890,319,Login-darshi21,200,OK,AddToCart 4-2,text,true,,647,482,2,7,https://api.demoblaze.com/login,315,0,0
1650007799893,333,login-268,200,OK,InvalidLogin 3-2,text,true,,449,477,1,7,https://api.demoblaze.com/login,333,0,81
1650007799891,336,signup,200,OK,Signup  1-2,text,true,,449,478,1,7,https://api.demoblaze.com/signup,336,0,79
1650007799893,365,login-darshi21,200,OK,Login 2-2,text,true,,685,482,1,7,https://api.demoblaze.com/login,365,0,81
1650007799893,377,contact-465,200,OK,Contact 5-2,text,true,,1482,392,2,7,https://api.demoblaze.com/entries,375,0,81
1650007800227,257,signupval-darshi21,200,OK,Signup  1-2,text,false,Test failed: text expected to contain /Sign up successful./,708,483,1,7,https://api.demoblaze.com/signup,257,0,0
1650007799890,593,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-2,,false,,1157,961,1,7,null,593,2,79
1650007800187,301,Login-512,200,OK,Contact 5-1,text,true,,459,482,2,6,https://api.demoblaze.com/login,298,0,0
1650007800226,275,login-uff67,200,OK,InvalidLogin 3-2,text,true,,624,480,1,6,https://api.demoblaze.com/login,274,0,0
1650007800271,247,Login-511,200,OK,Contact 5-2,text,true,,449,477,2,5,https://api.demoblaze.com/login,247,0,0
1650007800259,260,login-178,200,OK,Login 2-2,text,true,,449,477,1,5,https://api.demoblaze.com/login,260,0,0
1650007800210,476,Login-118,200,OK,AddToCart 4-2,text,true,,19902,473,2,4,https://www.demoblaze.com/,461,0,214
1650007800184,504,Login-118,200,OK,AddToCart 4-1,text,true,,19902,473,2,4,https://www.demoblaze.com/,487,0,240
1650007800489,352,Login-513,200,OK,Contact 5-1,text,true,,19902,473,2,4,https://www.demoblaze.com/,336,0,81
1650007800519,367,Login-512,200,OK,Contact 5-2,text,true,,459,482,2,4,https://api.demoblaze.com/login,367,0,0
1650007800689,243,Login-133,200,OK,AddToCart 4-1,text,true,,537,466,2,4,https://www.demoblaze.com/config.json,243,0,0
1650007800687,249,Login-133,200,OK,AddToCart 4-2,text,true,,578,466,2,4,https://www.demoblaze.com/config.json,249,0,0
1650007800887,141,Login-513,200,OK,Contact 5-2,text,true,,19902,473,2,4,https://www.demoblaze.com/,125,0,77
1650007800841,252,Login-528,200,OK,Contact 5-1,text,true,,624,466,2,4,https://www.demoblaze.com/config.json,251,0,0
1650007800932,256,Login-135,200,OK,AddToCart 4-1,text,true,,449,477,2,4,https://api.demoblaze.com/check,256,0,0
1650007800937,252,Login-135,200,OK,AddToCart 4-2,text,true,,449,477,2,4,https://api.demoblaze.com/check,252,0,0
1650007801029,253,Login-528,200,OK,Contact 5-2,text,true,,579,466,2,4,https://www.demoblaze.com/config.json,253,0,0
1650007801093,257,Login-530,200,OK,Contact 5-1,text,true,,449,503,2,4,https://api.demoblaze.com/check,257,0,0
1650007801188,284,Login-134,200,OK,AddToCart 4-1,text,true,,1499,392,2,4,https://api.demoblaze.com/entries,283,0,0
1650007798903,2500,Login,200,"Number of samples in transaction : 6, number of failing samples : 0",AddToCart 4-1,,true,,23536,2767,2,4,null,2477,69,899
1650007801189,286,Login-134,200,OK,AddToCart 4-2,text,true,,1588,392,2,4,https://api.demoblaze.com/entries,282,0,0
1650007799397,2073,Login,200,"Number of samples in transaction : 6, number of failing samples : 0",AddToCart 4-2,,true,,23613,2767,2,4,null,2050,5,443
1650007801283,251,Login-530,200,OK,Contact 5-2,text,true,,449,503,2,4,https://api.demoblaze.com/check,251,0,0
1650007801351,298,Login-529,200,OK,Contact 5-1,text,true,,1496,418,2,4,https://api.demoblaze.com/entries,293,0,0
1650007799933,1713,Login,200,"Number of samples in transaction : 6, number of failing samples : 0",Contact 5-1,,true,,23379,2819,2,4,null,1688,3,81
1650007801649,66,contact-539,200,OK,Contact 5-1,text,true,,19902,473,2,4,https://www.demoblaze.com/,52,0,0
1650007801473,251,Add item 1-145,200,OK,AddToCart 4-1,text,true,,5647,507,2,4,https://www.demoblaze.com/prod.html?idp_=1,248,0,0
1650007801475,250,Add item 1-145,200,OK,AddToCart 4-2,text,true,,5629,507,2,4,https://www.demoblaze.com/prod.html?idp_=1,246,0,0
1650007801534,299,Login-529,200,OK,Contact 5-2,text,true,,1680,418,2,4,https://api.demoblaze.com/entries,295,0,0
1650007800270,1558,Login,200,"Number of samples in transaction : 6, number of failing samples : 0",Contact 5-2,,true,,23518,2819,2,4,null,1538,5,77
1650007801716,249,contact-555,200,OK,Contact 5-1,text,true,,419,466,2,4,https://www.demoblaze.com/config.json,249,0,0
1650007801724,247,Add item 1-157,200,OK,AddToCart 4-1,text,true,,660,456,2,4,https://www.demoblaze.com/config.json,247,0,0
1650007801725,248,Add item 1-157,200,OK,AddToCart 4-2,text,true,,430,456,2,4,https://www.demoblaze.com/config.json,248,0,0
1650007801834,267,contact-539,200,OK,Contact 5-2,text,true,,19902,473,2,4,https://www.demoblaze.com/,251,0,0
1650007802102,50,contact-555,200,OK,Contact 5-2,text,true,,626,466,2,4,https://www.demoblaze.com/config.json,50,0,0
1650007801965,262,contact-556,200,OK,Contact 5-1,text,true,,449,477,2,4,https://api.demoblaze.com/check,262,0,0
1650007801974,254,Add item 1-159,200,OK,AddToCart 4-2,text,true,,449,476,2,4,https://api.demoblaze.com/view,254,0,0
1650007801971,263,Add item 1-159,200,OK,AddToCart 4-1,text,true,,449,476,2,4,https://api.demoblaze.com/view,263,0,0
1650007802152,264,contact-556,200,OK,Contact 5-2,text,true,,449,477,2,4,https://api.demoblaze.com/check,264,0,0
1650007802229,267,Add item 1-158,200,OK,AddToCart 4-2,text,true,,449,477,2,4,https://api.demoblaze.com/check,267,0,0
1650007802234,285,Add item 1-158,200,OK,AddToCart 4-1,text,true,,449,477,2,4,https://api.demoblaze.com/check,285,0,0
1650007802227,324,contact-557,200,OK,Contact 5-1,text,true,,1635,392,2,4,https://api.demoblaze.com/entries,320,0,0
1650007801649,901,contact,200,"Number of samples in transaction : 4, number of failing samples : 0",Contact 5-1,,true,,22405,1808,2,4,null,883,2,0
1650007802417,345,contact-557,200,OK,Contact 5-2,text,true,,1658,392,1,3,https://api.demoblaze.com/entries,342,0,0
1650007801834,926,contact,200,"Number of samples in transaction : 4, number of failing samples : 0",Contact 5-2,,true,,22635,1808,1,3,null,907,2,0
1650007802497,316,Add item 1-160,200,OK,AddToCart 4-2,text,true,,868,452,2,2,https://api.demoblaze.com/view,316,0,0
1650007802519,309,Add item 1-160,200,OK,AddToCart 4-1,text,true,,873,452,2,2,https://api.demoblaze.com/view,307,0,0
1650007802814,262,Add item 1-163,200,OK,AddToCart 4-2,text,true,,449,481,2,2,https://api.demoblaze.com/addtocart,262,0,0
1650007801475,1597,Add item 1,200,"Number of samples in transaction : 6, number of failing samples : 0",AddToCart 4-2,,true,,8274,2849,2,2,null,1593,5,0
1650007802828,253,Add item 1-163,200,OK,AddToCart 4-1,text,true,,449,481,2,2,https://api.demoblaze.com/addtocart,253,0,0
1650007801472,1608,Add item 1,200,"Number of samples in transaction : 6, number of failing samples : 0",AddToCart 4-1,,true,,8527,2849,2,2,null,1603,1,0
1650007803077,253,Add item 2-232,200,OK,AddToCart 4-2,text,true,,5662,517,2,2,https://www.demoblaze.com/prod.html?idp_=8,248,0,0
1650007803082,256,Add item 2-232,200,OK,AddToCart 4-1,text,true,,5553,517,2,2,https://www.demoblaze.com/prod.html?idp_=8,251,0,0
1650007803339,244,Add item 2-236,200,OK,AddToCart 4-1,text,true,,449,477,2,2,https://api.demoblaze.com/check,244,0,0
1650007803331,254,Add item 2-236,200,OK,AddToCart 4-2,text,true,,449,477,2,2,https://api.demoblaze.com/check,254,0,0
1650007803584,250,Add item 2-237,200,OK,AddToCart 4-1,text,true,,449,476,2,2,https://api.demoblaze.com/view,250,0,0
1650007803585,256,Add item 2-237,200,OK,AddToCart 4-2,text,true,,449,476,2,2,https://api.demoblaze.com/view,256,0,0
1650007803835,272,Add item 2-239,200,OK,AddToCart 4-1,text,true,,904,452,2,2,https://api.demoblaze.com/view,269,0,0
1650007803842,295,Add item 2-239,200,OK,AddToCart 4-2,text,true,,696,452,2,2,https://api.demoblaze.com/view,293,0,0
1650007804107,251,Add item 2-240,200,OK,AddToCart 4-1,text,true,,449,481,2,2,https://api.demoblaze.com/addtocart,251,0,0
1650007804137,261,Add item 2-240,200,OK,AddToCart 4-2,text,true,,453,481,2,2,https://api.demoblaze.com/addtocart,261,0,0
1650007804359,302,Add item 2-241,200,OK,AddToCart 4-1,text,true,,307,549,2,2,https://api.demoblaze.com/addtocart,302,0,0
1650007803081,1575,Add item 2,200,"Number of samples in transaction : 6, number of failing samples : 0",AddToCart 4-1,,true,,8111,2952,2,2,null,1567,5,0
1650007804662,53,Add item 3-242,200,OK,AddToCart 4-1,text,true,,5324,517,2,2,https://www.demoblaze.com/index.html,49,0,0
1650007804399,319,Add item 2-241,200,OK,AddToCart 4-2,text,true,,307,549,2,2,https://api.demoblaze.com/addtocart,319,0,0
1650007803077,1638,Add item 2,200,"Number of samples in transaction : 6, number of failing samples : 0",AddToCart 4-2,,true,,8016,2952,2,2,null,1631,3,0
1650007804715,49,Add item 3-257,200,OK,AddToCart 4-1,text,true,,625,450,2,2,https://www.demoblaze.com/config.json,48,0,0
1650007804718,56,Add item 3-242,200,OK,AddToCart 4-2,text,true,,5112,517,2,2,https://www.demoblaze.com/index.html,54,0,0
1650007804774,50,Add item 3-257,200,OK,AddToCart 4-2,text,true,,584,450,2,2,https://www.demoblaze.com/config.json,50,0,0
1650007804764,292,Add item 3-258,200,OK,AddToCart 4-1,text,true,,1590,392,2,2,https://api.demoblaze.com/entries,292,0,0
1650007804824,291,Add item 3-258,200,OK,AddToCart 4-2,text,true,,1684,392,2,2,https://api.demoblaze.com/entries,287,0,0
1650007805056,253,Add item 3-259,200,OK,AddToCart 4-1,text,true,,449,477,2,2,https://api.demoblaze.com/check,253,0,0
1650007804661,647,Add item 3,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-1,,true,,7988,1836,2,2,null,642,1,0
1650007805115,284,Add item 3-259,200,OK,AddToCart 4-2,text,true,,449,477,2,2,https://api.demoblaze.com/check,284,0,0
1650007804718,681,Add item 3,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-2,,true,,7829,1836,2,2,null,675,1,0
1650007805310,253,Add item 4-268,200,OK,AddToCart 4-1,text,true,,449,477,2,2,https://api.demoblaze.com/bycat,253,0,0
1650007805400,540,Add item 4-268,200,OK,AddToCart 4-2,text,true,,449,477,2,2,https://api.demoblaze.com/bycat,540,0,0
1650007805564,409,Add item 4-269,200,OK,AddToCart 4-1,text,true,,1557,461,2,2,https://api.demoblaze.com/bycat,405,0,0
1650007805974,259,Add item 4-272,200,OK,AddToCart 4-1,text,true,,5373,518,2,2,https://www.demoblaze.com/prod.html?idp_=15,258,0,0
1650007805941,297,Add item 4-269,200,OK,AddToCart 4-2,text,true,,1521,461,2,2,https://api.demoblaze.com/bycat,293,0,0
1650007806234,317,Add item 4-284,200,OK,AddToCart 4-1,text,true,,424,457,2,2,https://www.demoblaze.com/config.json,316,0,0
1650007806238,521,Add item 4-272,200,OK,AddToCart 4-2,text,true,,5447,518,2,2,https://www.demoblaze.com/prod.html?idp_=15,517,0,0
1650007806760,51,Add item 4-284,200,OK,AddToCart 4-2,text,true,,648,457,2,2,https://www.demoblaze.com/config.json,51,0,0
1650007806551,262,Add item 4-286,200,OK,AddToCart 4-1,text,true,,449,476,2,2,https://api.demoblaze.com/view,262,0,0
1650007806813,253,Add item 4-285,200,OK,AddToCart 4-1,text,true,,449,477,2,2,https://api.demoblaze.com/check,253,0,0
1650007806812,256,Add item 4-286,200,OK,AddToCart 4-2,text,true,,449,476,2,2,https://api.demoblaze.com/view,256,0,0
1650007807068,245,Add item 4-285,200,OK,AddToCart 4-2,text,true,,449,477,2,2,https://api.demoblaze.com/check,245,0,0
1650007807067,276,Add item 4-287,200,OK,AddToCart 4-1,text,true,,725,453,2,2,https://api.demoblaze.com/view,276,0,0
1650007807314,276,Add item 4-287,200,OK,AddToCart 4-2,text,true,,820,453,2,2,https://api.demoblaze.com/view,274,0,0
1650007807344,254,Add item 4-289,200,OK,AddToCart 4-1,text,true,,449,481,2,2,https://api.demoblaze.com/addtocart,254,0,0
1650007807591,253,Add item 4-289,200,OK,AddToCart 4-2,text,true,,449,481,2,2,https://api.demoblaze.com/addtocart,253,0,0
1650007807598,308,Add item 4-290,200,OK,AddToCart 4-1,text,true,,307,550,2,2,https://api.demoblaze.com/addtocart,308,0,0
1650007805310,2591,Add item 4,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-1,,true,,10182,4350,2,2,null,2585,5,0
1650007807845,309,Add item 4-290,200,OK,AddToCart 4-2,text,true,,307,550,2,2,https://api.demoblaze.com/addtocart,309,0,0
1650007805400,2748,Add item 4,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-2,,true,,10539,4350,2,2,null,2738,6,0
1650007807907,252,cart-292,200,OK,AddToCart 4-1,text,true,,6011,517,2,2,https://www.demoblaze.com/cart.html,248,0,0
1650007808160,48,cart-306,200,OK,AddToCart 4-1,text,true,,618,449,2,2,https://www.demoblaze.com/config.json,47,0,0
1650007808155,252,cart-292,200,OK,AddToCart 4-2,text,true,,6055,517,2,2,https://www.demoblaze.com/cart.html,249,0,0
1650007808209,250,cart-307,200,OK,AddToCart 4-1,text,true,,449,477,2,2,https://api.demoblaze.com/check,250,0,0
1650007808407,56,cart-306,200,OK,AddToCart 4-2,text,true,,569,449,2,2,https://www.demoblaze.com/config.json,56,0,0
1650007808459,242,cart-308,200,OK,AddToCart 4-1,text,true,,449,480,2,2,https://api.demoblaze.com/viewcart,242,0,0
1650007808463,255,cart-307,200,OK,AddToCart 4-2,text,true,,449,477,2,2,https://api.demoblaze.com/check,255,0,0
1650007808701,254,cart-314,200,OK,AddToCart 4-1,text,true,,449,476,2,2,https://api.demoblaze.com/view,254,0,0
1650007808719,251,cart-308,200,OK,AddToCart 4-2,text,true,,449,480,2,2,https://api.demoblaze.com/viewcart,251,0,0
1650007808956,267,cart-315,200,OK,AddToCart 4-1,text,true,,843,449,2,2,https://api.demoblaze.com/view,265,0,0
1650007808971,258,cart-314,200,OK,AddToCart 4-2,text,true,,449,476,2,2,https://api.demoblaze.com/view,258,0,0
1650007809223,282,cart-317,200,OK,AddToCart 4-1,text,true,,871,449,2,2,https://api.demoblaze.com/view,282,0,0
1650007809229,279,cart-315,200,OK,AddToCart 4-2,text,true,,703,449,2,2,https://api.demoblaze.com/view,276,0,0
1650007809505,272,cart-318,200,OK,AddToCart 4-1,text,true,,670,449,2,2,https://api.demoblaze.com/view,269,0,0
1650007809509,279,cart-317,200,OK,AddToCart 4-2,text,true,,703,449,2,2,https://api.demoblaze.com/view,274,0,0
1650007809777,280,cart-316,200,OK,AddToCart 4-1,text,true,,681,450,2,2,https://api.demoblaze.com/view,278,0,0
1650007807906,2147,cart,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-1,,true,,11041,4196,2,2,null,2135,4,0
1650007809789,278,cart-318,200,OK,AddToCart 4-2,text,true,,813,449,2,2,https://api.demoblaze.com/view,275,0,0
1650007810057,252,Delete-323,200,OK,AddToCart 4-1,text,true,,449,482,2,2,https://api.demoblaze.com/deleteitem,252,0,0
1650007810067,287,cart-316,200,OK,AddToCart 4-2,text,true,,653,450,2,2,https://api.demoblaze.com/view,285,0,0
1650007808154,2195,cart,200,"Number of samples in transaction : 9, number of failing samples : 0",AddToCart 4-2,,true,,10843,4196,2,2,null,2179,6,0
1650007810310,268,Delete-324,200,OK,AddToCart 4-1,text,true,,613,493,2,2,https://api.demoblaze.com/deleteitem,266,0,0
1650007810355,260,Delete-323,200,OK,AddToCart 4-2,text,true,,449,482,2,2,https://api.demoblaze.com/deleteitem,260,0,0
1650007810578,249,Delete-325,200,OK,AddToCart 4-1,text,true,,5944,482,2,2,https://www.demoblaze.com/cart.html,245,0,0
1650007810615,266,Delete-324,200,OK,AddToCart 4-2,text,true,,520,493,2,2,https://api.demoblaze.com/deleteitem,264,0,0
1650007810882,49,Delete-325,200,OK,AddToCart 4-2,text,true,,5900,482,2,2,https://www.demoblaze.com/cart.html,47,0,0
1650007810932,48,Delete-339,200,OK,AddToCart 4-2,text,true,,623,449,2,2,https://www.demoblaze.com/config.json,48,0,0
1650007810827,248,Delete-339,200,OK,AddToCart 4-1,text,true,,488,449,2,2,https://www.demoblaze.com/config.json,248,0,0
1650007810981,248,Delete-340,200,OK,AddToCart 4-2,text,true,,449,477,2,2,https://api.demoblaze.com/check,248,0,0
1650007811076,255,Delete-340,200,OK,AddToCart 4-1,text,true,,449,477,2,2,https://api.demoblaze.com/check,255,0,0
1650007811229,267,Delete-341,200,OK,AddToCart 4-2,text,true,,449,480,2,2,https://api.demoblaze.com/viewcart,267,0,0
1650007811331,251,Delete-341,200,OK,AddToCart 4-1,text,true,,449,480,2,2,https://api.demoblaze.com/viewcart,251,0,0
1650007811496,254,Delete-344,200,OK,AddToCart 4-2,text,true,,449,476,2,2,https://api.demoblaze.com/view,254,0,0
1650007811582,251,Delete-344,200,OK,AddToCart 4-1,text,true,,449,476,2,2,https://api.demoblaze.com/view,251,0,0
1650007811751,283,Delete-347,200,OK,AddToCart 4-2,text,true,,763,449,2,2,https://api.demoblaze.com/view,282,0,0
1650007811834,274,Delete-347,200,OK,AddToCart 4-1,text,true,,633,449,2,2,https://api.demoblaze.com/view,274,0,0
1650007812034,277,Delete-348,200,OK,AddToCart 4-2,text,true,,776,450,2,2,https://api.demoblaze.com/view,275,0,0
1650007812109,274,Delete-348,200,OK,AddToCart 4-1,text,true,,883,450,2,2,https://api.demoblaze.com/view,270,0,0
1650007812312,274,Delete-349,200,OK,AddToCart 4-2,text,true,,902,449,2,2,https://api.demoblaze.com/view,272,0,0
1650007810355,2226,Delete,200,"Number of samples in transaction : 10, number of failing samples : 0",AddToCart 4-2,,true,,11280,4687,2,2,null,2217,5,0
1650007812383,273,Delete-349,200,OK,AddToCart 4-1,text,true,,739,449,2,2,https://api.demoblaze.com/view,273,0,0
1650007810057,2595,Delete,200,"Number of samples in transaction : 10, number of failing samples : 0",AddToCart 4-1,,true,,11096,4687,2,2,null,2585,4,0
1650007812586,252,place order-355,200,OK,AddToCart 4-2,text,true,,449,482,2,2,https://api.demoblaze.com/deletecart,252,0,0
1650007812657,253,place order-355,200,OK,AddToCart 4-1,text,true,,449,482,2,2,https://api.demoblaze.com/deletecart,253,0,0
1650007812839,276,place order-356,200,OK,AddToCart 4-2,text,true,,316,469,2,2,https://api.demoblaze.com/deletecart,276,0,0
1650007812586,528,place order,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-2,,true,,765,951,2,2,null,528,1,0
1650007812910,274,place order-356,200,OK,AddToCart 4-1,text,true,,316,469,2,2,https://api.demoblaze.com/deletecart,274,0,0
1650007812656,527,place order,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-1,,true,,765,951,2,2,null,527,1,0
1650007813116,269,purchase-359,200,OK,AddToCart 4-2,text,true,,19902,510,2,2,https://www.demoblaze.com/index.html,252,0,0
1650007813185,250,purchase-359,200,OK,AddToCart 4-1,text,true,,5132,510,2,2,https://www.demoblaze.com/index.html,247,0,0
1650007813385,251,purchase-376,200,OK,AddToCart 4-2,text,true,,434,450,2,2,https://www.demoblaze.com/config.json,251,0,0
1650007813435,249,purchase-376,200,OK,AddToCart 4-1,text,true,,423,450,2,2,https://www.demoblaze.com/config.json,249,0,0
1650007813636,254,purchase-378,200,OK,AddToCart 4-2,text,true,,449,477,2,2,https://api.demoblaze.com/check,254,0,0
1650007813685,243,purchase-378,200,OK,AddToCart 4-1,text,true,,449,477,2,2,https://api.demoblaze.com/check,243,0,0
1650007813890,297,purchase-377,200,OK,AddToCart 4-2,text,true,,1622,392,2,2,https://api.demoblaze.com/entries,296,0,0
1650007813115,1071,purchase,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-2,,true,,22407,1829,2,2,null,1053,1,0
1650007813928,295,purchase-377,200,OK,AddToCart 4-1,text,true,,1628,392,1,1,https://api.demoblaze.com/entries,290,0,0
1650007813184,1037,purchase,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-1,,true,,7632,1829,1,1,null,1029,2,0
